alcohol,volatile acidity,sulphates,citric acid,density,chlorides,total sulfur dioxide,residual sugar_log,total sulfur dioxide_log,chlorides_log,FA_to_VA_ratio,citric_over_total_acid,alcohol_acid_interaction,alcohol_density_ratio,sulphate_citric_interaction,total_acidity,ph_acidity_balance
-1.3218542874125163,2.571299903204731,-0.7050960996462105,-0.9122710592468387,0.06866234406073873,-0.863221104381675,-0.3105450001491827,0.03442242458254604,-0.004683733211815511,-0.8586447006274913,-1.0761502241886307,-0.9782665587367841,-1.3617463923088238,-1.3106760902438983,-0.8817914725335366,0.08615284660107111,0.16663903582454354
0.33708832450275705,-1.2805542395492646,0.9284332239724669,2.358967355237818,1.44247336079165,0.7520809907669559,-0.5922849950067866,0.47639911638818166,-0.3861319262980468,0.7602687135964862,2.4694446991787404,1.4954495287361564,1.3598254064503148,0.30636383689999813,2.530162065410728,2.312487678867672,2.524724299701441
-0.7688734167740924,0.5903463440741046,-0.7793474325379686,-0.5096571005410346,0.7851990704341014,0.1598035558791248,2.4285938387441885,0.8700583961354064,1.7151263064352626,0.2352908920020889,-0.4792417791546913,-0.5605659981896703,-0.7569516281636571,-0.7749524016077218,-0.6044022073883465,0.25991556521700204,0.20543237867728228
-1.0453638520933035,0.31521390530596183,0.4086738937301599,0.899491754929279,1.76572301178719,0.052116749535882634,-0.7801116582451891,0.03442242458254604,-0.7161872088888644,0.13249005827696722,0.2932122327025633,0.2908651800477821,-0.6800710833282764,-1.0637058243842394,0.859268808696912,2.312487678867671,1.9987062128172277
0.6135787598219682,0.7554258073349902,0.26017122794664443,-1.264558273114417,-0.5724494637470477,-0.48631728218032816,1.4111994128695078,-0.12582448290417045,1.241937225789579,-0.42232024967533144,-0.7862440771300895,-1.3475916966489954,-0.5989825963633,0.6173043629036649,-1.117211676285601,-0.6197581977761437,-0.6811182692509808
-0.9532003736535665,-0.8403423375202366,-0.556593433862695,-0.6103105902174857,-0.6586493706791519,-0.48631728218032816,-0.8740249898643905,-0.8492346810887001,-0.9168292656944059,-0.42232024967533144,-0.23159292623231278,-0.2995789983731391,0.22451172168364766,-0.934117431141261,-0.6457155021972047,-1.3582497518938452,-1.4377750557690383
-0.8610368952138294,0.42526688081321895,-0.3338394351874206,-1.163904783437966,-0.7933367252606619,-1.2939683297546432,-1.1557649847219944,-1.5064969347021249,-1.7952728673904137,-1.41892778439672,-0.759139358810882,-1.2009066262243078,-0.6991161351193909,-0.8405814124008277,-1.049011951521772,-0.9129827854405248,-0.8869292294590748
0.33708832450275705,-0.5101834109984655,0.037417229271370055,1.0001452446057297,0.7420991169680493,-0.9709079107249171,-0.5922849950067866,0.3350099423993708,-0.3861319262980468,-0.9919689314196477,0.43738572885593346,0.8556561280069997,0.20522091486918137,0.31916446945252047,0.796970983191491,0.8572249104592606,0.924356501083892
0.24492484606301837,1.6083363675162317,0.9284332239724669,-0.15736988667345633,0.25722464047476895,0.1598035558791248,-1.061851653102793,-0.29352736374823807,-1.4362001650195746,0.2352908920020889,-0.9021130177393771,-0.10953336174933129,-0.9616041165033162,0.23684577639859128,0.005460715980511117,0.01827678464172353,0.1751342868543204
-1.1375273305330422,-0.2350509722303231,-1.2248554298885173,-0.4593303557028093,-0.01215006868813136,-0.6478474916951906,-0.40445833176838397,0.6124515583391291,-0.12040928709500558,-0.6038807634444437,-0.37772740901763113,-0.28643363094808927,-0.3763840783973668,-1.126948435269516,-0.6398136029387964,-0.6849192172571169,-0.8057480213525602
